,uai,type_etablissement,statut_public_prive,nom_commune,libelle_departement,libelle_region,restauration,hebergement,ulis,type_contrat_prive,libelle_nature
175,0010851V,Ecole,Privé,Saint-Didier-sur-Chalaronne,Ain,Auvergne-Rhône-Alpes,1,1,1,CONTRAT D'ASSOCIATION TOUTES CLASSES,ECOLE DE NIVEAU ELEMENTAIRE
176,0010879A,Ecole,Public,Valserhône,Ain,Auvergne-Rhône-Alpes,1,0,1,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
177,0010945X,Ecole,Public,Neuville-sur-Ain,Ain,Auvergne-Rhône-Alpes,1,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
178,0010946Y,Ecole,Public,Polliat,Ain,Auvergne-Rhône-Alpes,1,0,1,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
179,0010953F,Ecole,Public,Sault-Brénaz,Ain,Auvergne-Rhône-Alpes,0,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
180,0010962R,Ecole,Public,Saint-Bénigne,Ain,Auvergne-Rhône-Alpes,1,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
181,0010972B,Ecole,Public,Bourg-en-Bresse,Ain,Auvergne-Rhône-Alpes,1,0,1,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
182,0010981L,Ecole,Public,Saint-André-de-Corcy,Ain,Auvergne-Rhône-Alpes,1,0,0,SANS OBJET,ECOLE MATERNELLE
183,0011009S,Ecole,Public,Jayat,Ain,Auvergne-Rhône-Alpes,1,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
184,0011023G,Ecole,Public,Saint-Etienne-du-Bois,Ain,Auvergne-Rhône-Alpes,1,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
185,0011025J,Ecole,Public,Oyonnax,Ain,Auvergne-Rhône-Alpes,1,0,0,SANS OBJET,ECOLE MATERNELLE
186,0011027L,Ecole,Public,Martignat,Ain,Auvergne-Rhône-Alpes,0,0,0,SANS OBJET,ECOLE MATERNELLE
187,0011087B,Ecole,Public,Valserhône,Ain,Auvergne-Rhône-Alpes,1,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
188,0011097M,Ecole,Public,Fareins,Ain,Auvergne-Rhône-Alpes,1,0,0,SANS OBJET,ECOLE MATERNELLE
189,0011107Y,Ecole,Public,Divonne-les-Bains,Ain,Auvergne-Rhône-Alpes,0,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
190,0011109A,Ecole,Public,Oyonnax,Ain,Auvergne-Rhône-Alpes,1,0,0,SANS OBJET,ECOLE MATERNELLE
191,0011114F,Ecole,Public,Montmerle-sur-Saône,Ain,Auvergne-Rhône-Alpes,1,0,1,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
192,0011131Z,Ecole,Public,Saint-Genis-Pouilly,Ain,Auvergne-Rhône-Alpes,1,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
193,0011146R,Ecole,Public,Parves et Nattages,Ain,Auvergne-Rhône-Alpes,0,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
194,0011148T,Ecole,Public,Bourg-en-Bresse,Ain,Auvergne-Rhône-Alpes,1,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
195,0011176Y,Ecole,Public,Bourg-en-Bresse,Ain,Auvergne-Rhône-Alpes,1,0,1,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
196,0011214P,Ecole,Public,Echallon,Ain,Auvergne-Rhône-Alpes,0,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
197,0011216S,Ecole,Public,Val-Revermont,Ain,Auvergne-Rhône-Alpes,1,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
198,0011227D,Ecole,Public,Ambérieux-en-Dombes,Ain,Auvergne-Rhône-Alpes,1,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
199,0011229F,Ecole,Public,Viriat,Ain,Auvergne-Rhône-Alpes,1,0,1,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
200,0011238R,Ecole,Privé,Trévoux,Ain,Auvergne-Rhône-Alpes,1,0,0,CONTRAT D'ASSOCIATION TOUTES CLASSES,ECOLE DE NIVEAU ELEMENTAIRE
201,0011270A,Ecole,Public,Ambronay,Ain,Auvergne-Rhône-Alpes,1,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
202,0011272C,Ecole,Public,Thoiry,Ain,Auvergne-Rhône-Alpes,1,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
203,0011317B,Ecole,Public,Chalamont,Ain,Auvergne-Rhône-Alpes,1,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
204,0011318C,Ecole,Public,Saint-Didier-d'Aussiat,Ain,Auvergne-Rhône-Alpes,1,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
205,0011331S,Ecole,Public,Replonges,Ain,Auvergne-Rhône-Alpes,1,0,1,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
206,0011332T,Ecole,Public,Bâgé-Dommartin,Ain,Auvergne-Rhône-Alpes,1,0,1,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
207,0011362A,Ecole,Public,Feillens,Ain,Auvergne-Rhône-Alpes,1,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
208,0011368G,Ecole,Public,Bourg-en-Bresse,Ain,Auvergne-Rhône-Alpes,1,0,1,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
209,0011390F,Ecole,Public,Prévessin-Moëns,Ain,Auvergne-Rhône-Alpes,0,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
210,0011397N,Ecole,Privé,Ferney-Voltaire,Ain,Auvergne-Rhône-Alpes,0,0,0,HORS CONTRAT,ECOLE DE NIVEAU ELEMENTAIRE
211,0011406Y,Ecole,Public,Divonne-les-Bains,Ain,Auvergne-Rhône-Alpes,1,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
212,0011432B,Ecole,Public,Saint-Genis-Pouilly,Ain,Auvergne-Rhône-Alpes,1,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
213,0011447T,Ecole,Privé,Montagnat,Ain,Auvergne-Rhône-Alpes,0,0,0,HORS CONTRAT,ECOLE DE NIVEAU ELEMENTAIRE
214,0011451X,Ecole,Privé,Prévessin-Moëns,Ain,Auvergne-Rhône-Alpes,0,0,0,HORS CONTRAT,ECOLE DE NIVEAU ELEMENTAIRE
215,0020100Y,Ecole,Public,Berry-au-Bac,Aisne,Hauts-de-France,0,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
216,0020111K,Ecole,Public,Béthancourt-en-Vaux,Aisne,Hauts-de-France,0,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
217,0020129E,Ecole,Public,Bohain-en-Vermandois,Aisne,Hauts-de-France,0,0,1,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
218,0020145X,Ecole,Public,La Bouteille,Aisne,Hauts-de-France,0,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
219,0020171A,Ecole,Public,Bucilly,Aisne,Hauts-de-France,0,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
220,0020187T,Ecole,Public,Camelin,Aisne,Hauts-de-France,0,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
221,0020198E,Ecole,Public,Cessières-Suzy,Aisne,Hauts-de-France,0,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
222,0020203K,Ecole,Public,Chamouille,Aisne,Hauts-de-France,1,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
223,0020236W,Ecole,Public,Château-Thierry,Aisne,Hauts-de-France,1,0,0,SANS OBJET,ECOLE MATERNELLE
224,0020260X,Ecole,Public,Chauny,Aisne,Hauts-de-France,0,0,0,SANS OBJET,ECOLE MATERNELLE
225,0020287B,Ecole,Public,Chivres-Val,Aisne,Hauts-de-France,0,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
226,0020325T,Ecole,Public,Anguilcourt-le-Sart,Aisne,Hauts-de-France,0,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
227,0020366M,Ecole,Public,Barenton-Bugny,Aisne,Hauts-de-France,0,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
228,0020377Z,Ecole,Public,Bazoches-et-Saint-Thibaut,Aisne,Hauts-de-France,0,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
229,0020395U,Ecole,Public,Belleu,Aisne,Hauts-de-France,0,0,1,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
230,0020404D,Ecole,Public,Effry,Aisne,Hauts-de-France,0,0,0,SANS OBJET,ECOLE MATERNELLE
231,0020428E,Ecole,Public,Estrées,Aisne,Hauts-de-France,0,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
232,0020457L,Ecole,Public,La Fère,Aisne,Hauts-de-France,1,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
233,0020510U,Ecole,Public,Fesmy-le-Sart,Aisne,Hauts-de-France,0,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
234,0020512W,Ecole,Public,Festieux,Aisne,Hauts-de-France,0,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
235,0020544F,Ecole,Public,Coeuvres-et-Valsery,Aisne,Hauts-de-France,0,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
236,0020560Y,Ecole,Public,Condren,Aisne,Hauts-de-France,0,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
237,0020577S,Ecole,Public,Courcelles-sur-Vesle,Aisne,Hauts-de-France,0,0,0,SANS OBJET,ECOLE MATERNELLE
238,0020666N,Ecole,Public,Marle,Aisne,Hauts-de-France,1,0,1,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
239,0020672V,Ecole,Public,Mauregny-en-Haye,Aisne,Hauts-de-France,0,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
240,0020702C,Ecole,Public,Monceau-lès-Leups,Aisne,Hauts-de-France,0,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
241,0020813Y,Ecole,Public,Saint-Gobain,Aisne,Hauts-de-France,1,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
242,0020815A,Ecole,Public,Saint-Gobain,Aisne,Hauts-de-France,1,0,0,SANS OBJET,ECOLE MATERNELLE
243,0020824K,Ecole,Public,Saint-Paul-aux-Bois,Aisne,Hauts-de-France,0,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
244,0020833V,Ecole,Public,Saint-Quentin,Aisne,Hauts-de-France,0,0,0,SANS OBJET,ECOLE MATERNELLE
245,0020905Y,Ecole,Public,Pinon,Aisne,Hauts-de-France,0,0,0,SANS OBJET,ECOLE MATERNELLE
246,0020928Y,Ecole,Public,Presles-et-Thierny,Aisne,Hauts-de-France,0,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
247,0020955C,Ecole,Public,Juvigny,Aisne,Hauts-de-France,0,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
248,0020963L,Ecole,Public,Landouzy-la-Cour,Aisne,Hauts-de-France,0,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
249,0020986L,Ecole,Public,Laon,Aisne,Hauts-de-France,0,0,0,SANS OBJET,ECOLE MATERNELLE
250,0021006H,Ecole,Public,Lemé,Aisne,Hauts-de-France,0,0,0,SANS OBJET,ECOLE MATERNELLE
251,0021010M,Ecole,Public,Lesdins,Aisne,Hauts-de-France,0,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
252,0021043Y,Ecole,Public,Francilly-Selency,Aisne,Hauts-de-France,0,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
253,0021049E,Ecole,Public,Fresnoy-le-Grand,Aisne,Hauts-de-France,0,0,0,SANS OBJET,ECOLE MATERNELLE
254,0021059R,Ecole,Public,Gauchy,Aisne,Hauts-de-France,0,0,1,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
255,0021063V,Ecole,Public,Gauchy,Aisne,Hauts-de-France,0,0,0,SANS OBJET,ECOLE MATERNELLE
256,0021085U,Ecole,Public,Grugies,Aisne,Hauts-de-France,0,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
257,0021093C,Ecole,Public,Guise,Aisne,Hauts-de-France,1,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
258,0021112Y,Ecole,Public,Lehaucourt,Aisne,Hauts-de-France,0,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
259,0021191J,Ecole,Public,Soissons,Aisne,Hauts-de-France,1,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
260,0021212G,Ecole,Public,Cessières-Suzy,Aisne,Hauts-de-France,0,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
261,0021217M,Ecole,Public,Tavaux-et-Pontséricourt,Aisne,Hauts-de-France,0,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
262,0021248W,Ecole,Public,Urcel,Aisne,Hauts-de-France,1,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
263,0021296Y,Ecole,Public,Vervins,Aisne,Hauts-de-France,1,0,0,SANS OBJET,ECOLE MATERNELLE
264,0021328H,Ecole,Public,Villers-Cotterêts,Aisne,Hauts-de-France,1,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
265,0021335R,Ecole,Public,Villers-le-Sec,Aisne,Hauts-de-France,0,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
266,0021337T,Ecole,Public,Villers-Saint-Christophe,Aisne,Hauts-de-France,0,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
267,0021341X,Ecole,Public,Villiers-Saint-Denis,Aisne,Hauts-de-France,0,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
268,0021365Y,Ecole,Public,Wimy,Aisne,Hauts-de-France,0,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
269,0021370D,Ecole,Public,Mont-Notre-Dame,Aisne,Hauts-de-France,0,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
270,0021413A,Ecole,Public,Nogentel,Aisne,Hauts-de-France,0,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
271,0021424M,Ecole,Public,Nouvion-le-Comte,Aisne,Hauts-de-France,0,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
272,0021537K,Ecole,Public,Condé-en-Brie,Aisne,Hauts-de-France,1,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
273,0021540N,Ecole,Public,Viels-Maisons,Aisne,Hauts-de-France,1,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
274,0021542R,Ecole,Public,Montcornet,Aisne,Hauts-de-France,1,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
275,0021545U,Ecole,Public,Coucy-lès-Eppes,Aisne,Hauts-de-France,0,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
276,0021549Y,Ecole,Public,Voyenne,Aisne,Hauts-de-France,0,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
277,0021554D,Ecole,Public,Versigny,Aisne,Hauts-de-France,0,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
278,0021557G,Ecole,Public,Neufchâtel-sur-Aisne,Aisne,Hauts-de-France,0,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
279,0021567T,Ecole,Public,La Ferté-Chevresis,Aisne,Hauts-de-France,0,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
280,0021604H,Ecole,Privé,Château-Thierry,Aisne,Hauts-de-France,1,0,0,CONTRAT D'ASSOCIATION TOUTES CLASSES,ECOLE DE NIVEAU ELEMENTAIRE
281,0021608M,Ecole,Privé,Fontaine-lès-Vervins,Aisne,Hauts-de-France,1,0,0,CONTRAT D'ASSOCIATION TOUTES CLASSES,ECOLE DE NIVEAU ELEMENTAIRE
282,0021610P,Ecole,Privé,Guise,Aisne,Hauts-de-France,1,0,0,CONTRAT D'ASSOCIATION TOUTES CLASSES,ECOLE DE NIVEAU ELEMENTAIRE
283,0021619Z,Ecole,Privé,Rozoy-sur-Serre,Aisne,Hauts-de-France,1,0,0,CONTRAT D'ASSOCIATION TOUTES CLASSES,ECOLE DE NIVEAU ELEMENTAIRE
284,0021625F,Ecole,Privé,Soissons,Aisne,Hauts-de-France,1,0,0,CONTRAT D'ASSOCIATION TOUTES CLASSES,ECOLE DE NIVEAU ELEMENTAIRE
285,0021629K,Ecole,Public,Bellicourt,Aisne,Hauts-de-France,0,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
286,0021640X,Ecole,Public,Nizy-le-Comte,Aisne,Hauts-de-France,0,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
287,0021651J,Ecole,Public,Charmes,Aisne,Hauts-de-France,0,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
288,0021653L,Ecole,Public,Condé-sur-Suippe,Aisne,Hauts-de-France,0,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
289,0021671F,Ecole,Public,La Capelle,Aisne,Hauts-de-France,1,0,1,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
290,0021672G,Ecole,Public,Château-Thierry,Aisne,Hauts-de-France,0,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
291,0021680R,Ecole,Public,Nogent-l'Artaud,Aisne,Hauts-de-France,0,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
292,0021681S,Ecole,Public,Gauchy,Aisne,Hauts-de-France,0,0,0,SANS OBJET,ECOLE MATERNELLE
293,0021684V,Ecole,Public,Bohain-en-Vermandois,Aisne,Hauts-de-France,0,0,0,SANS OBJET,ECOLE MATERNELLE
294,0021712A,Ecole,Public,Bucy-le-Long,Aisne,Hauts-de-France,0,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
295,0021718G,Ecole,Public,Vervins,Aisne,Hauts-de-France,1,0,0,SANS OBJET,ECOLE MATERNELLE
296,0021794P,Ecole,Public,Essômes-sur-Marne,Aisne,Hauts-de-France,1,0,0,SANS OBJET,ECOLE MATERNELLE
297,0021803Z,Ecole,Public,Montescourt-Lizerolles,Aisne,Hauts-de-France,0,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
298,0021804A,Ecole,Public,Nouvion-et-Catillon,Aisne,Hauts-de-France,0,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
299,0021808E,Ecole,Public,Saint-Quentin,Aisne,Hauts-de-France,0,0,1,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
300,0021828B,Ecole,Public,Vaux-Andigny,Aisne,Hauts-de-France,0,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
301,0021830D,Ecole,Public,Villers-Cotterêts,Aisne,Hauts-de-France,0,0,0,SANS OBJET,ECOLE MATERNELLE
302,0021838M,Ecole,Public,Chauny,Aisne,Hauts-de-France,0,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
303,0021891V,Ecole,Public,Soissons,Aisne,Hauts-de-France,0,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
304,0021948G,Ecole,Public,Coincy,Aisne,Hauts-de-France,1,0,0,SANS OBJET,ECOLE MATERNELLE
305,0021956R,Ecole,Public,Saint-Quentin,Aisne,Hauts-de-France,1,0,1,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
306,0022028U,Ecole,Public,Laon,Aisne,Hauts-de-France,1,0,1,SANS OBJET,ECOLE ELEMENTAIRE D APPLICATION
307,0022052V,Ecole,Public,La Flamengrie,Aisne,Hauts-de-France,1,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
308,0022073T,Ecole,Public,Soissons,Aisne,Hauts-de-France,1,0,1,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
309,0022093P,Ecole,Public,Acy,Aisne,Hauts-de-France,0,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
310,0022097U,Ecole,Public,Villeneuve-Saint-Germain,Aisne,Hauts-de-France,0,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
311,0022188T,Ecole,Privé,Guny,Aisne,Hauts-de-France,0,0,0,HORS CONTRAT,ECOLE DE NIVEAU ELEMENTAIRE
312,0022199E,Ecole,Public,Dampleux,Aisne,Hauts-de-France,0,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
313,0030172W,Ecole,Public,Saint-Léopardin-d'Augy,Allier,Auvergne-Rhône-Alpes,0,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
314,0030203E,Ecole,Public,Sanssat,Allier,Auvergne-Rhône-Alpes,0,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
315,0030204F,Ecole,Public,Saulcet,Allier,Auvergne-Rhône-Alpes,0,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
316,0030208K,Ecole,Public,Serbannes,Allier,Auvergne-Rhône-Alpes,0,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
317,0030221Z,Ecole,Public,Le Theil,Allier,Auvergne-Rhône-Alpes,0,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
318,0030271D,Ecole,Public,Ronnet,Allier,Auvergne-Rhône-Alpes,0,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
319,0030272E,Ecole,Public,Saint-Angel,Allier,Auvergne-Rhône-Alpes,0,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
320,0030276J,Ecole,Public,Saint-Bonnet-de-Rochefort,Allier,Auvergne-Rhône-Alpes,0,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
321,0030284T,Ecole,Public,Saint-Clément,Allier,Auvergne-Rhône-Alpes,0,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
322,0030288X,Ecole,Public,Saint-Didier-en-Donjon,Allier,Auvergne-Rhône-Alpes,0,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
323,0030297G,Ecole,Public,Néris-les-Bains,Allier,Auvergne-Rhône-Alpes,0,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
324,0030308U,Ecole,Public,Montmarault,Allier,Auvergne-Rhône-Alpes,0,0,1,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
325,0030341E,Ecole,Public,Neuilly-en-Donjon,Allier,Auvergne-Rhône-Alpes,0,0,0,SANS OBJET,ECOLE MATERNELLE
326,0030343G,Ecole,Public,Neuilly-le-Réal,Allier,Auvergne-Rhône-Alpes,0,0,0,SANS OBJET,ECOLE MATERNELLE
327,0030363D,Ecole,Public,Monteignet-sur-l'Andelot,Allier,Auvergne-Rhône-Alpes,0,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
328,0030409D,Ecole,Public,Louroux-de-Bouble,Allier,Auvergne-Rhône-Alpes,0,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
329,0030410E,Ecole,Public,Haut-Bocage,Allier,Auvergne-Rhône-Alpes,0,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
330,0030420R,Ecole,Public,Lusigny,Allier,Auvergne-Rhône-Alpes,0,0,0,SANS OBJET,ECOLE MATERNELLE
331,0030424V,Ecole,Public,Haut-Bocage,Allier,Auvergne-Rhône-Alpes,0,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
332,0030448W,Ecole,Public,Vichy,Allier,Auvergne-Rhône-Alpes,0,0,0,SANS OBJET,ECOLE MATERNELLE
333,0030453B,Ecole,Public,Vichy,Allier,Auvergne-Rhône-Alpes,0,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
334,0030462L,Ecole,Public,Villebret,Allier,Auvergne-Rhône-Alpes,0,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
335,0030465P,Ecole,Public,Villeneuve-sur-Allier,Allier,Auvergne-Rhône-Alpes,0,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
336,0030471W,Ecole,Public,Vallon-en-Sully,Allier,Auvergne-Rhône-Alpes,0,0,0,SANS OBJET,ECOLE MATERNELLE
337,0030477C,Ecole,Public,Varennes-sur-Tèche,Allier,Auvergne-Rhône-Alpes,0,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
338,0030483J,Ecole,Public,Venas,Allier,Auvergne-Rhône-Alpes,0,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
339,0030488P,Ecole,Public,Le Vernet,Allier,Auvergne-Rhône-Alpes,0,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
340,0030499B,Ecole,Public,Vichy,Allier,Auvergne-Rhône-Alpes,0,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
341,0030501D,Ecole,Public,Vichy,Allier,Auvergne-Rhône-Alpes,0,0,1,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
342,0030508L,Ecole,Public,Châtillon,Allier,Auvergne-Rhône-Alpes,0,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
343,0030516V,Ecole,Public,Chevagnes,Allier,Auvergne-Rhône-Alpes,0,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
344,0030544A,Ecole,Public,Couleuvre,Allier,Auvergne-Rhône-Alpes,0,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
345,0030552J,Ecole,Public,Estivareilles,Allier,Auvergne-Rhône-Alpes,0,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
346,0030567A,Ecole,Public,Gannay-sur-Loire,Allier,Auvergne-Rhône-Alpes,0,0,0,SANS OBJET,ECOLE MATERNELLE
347,0030574H,Ecole,Public,Haut-Bocage,Allier,Auvergne-Rhône-Alpes,0,0,0,SANS OBJET,ECOLE MATERNELLE
348,0030579N,Ecole,Public,Hérisson,Allier,Auvergne-Rhône-Alpes,0,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
349,0030584U,Ecole,Public,Hyds,Allier,Auvergne-Rhône-Alpes,0,0,0,SANS OBJET,ECOLE MATERNELLE
350,0030598J,Ecole,Public,Lapalisse,Allier,Auvergne-Rhône-Alpes,0,0,1,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
351,0030604R,Ecole,Public,Créchy,Allier,Auvergne-Rhône-Alpes,0,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
352,0030607U,Ecole,Public,Creuzier-le-Neuf,Allier,Auvergne-Rhône-Alpes,0,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
353,0030608V,Ecole,Public,Creuzier-le-Vieux,Allier,Auvergne-Rhône-Alpes,0,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
